,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
52512,4354,Sales & Marketing,region_22,0,m,other,1,21,2.0,2,0,0,52,0
52534,20552,Analytics,region_22,0,m,other,1,29,4.0,6,1,0,89,0
52598,72378,Sales & Marketing,region_15,0,m,other,1,28,3.0,5,0,0,51,0
52618,31939,Analytics,region_2,0,m,other,4,25,4.0,2,0,0,85,0
52629,47408,Sales & Marketing,region_9,0,m,sourcing,1,30,,1,0,0,52,0
52686,13685,Sales & Marketing,region_26,0,m,other,1,24,1.0,2,0,0,52,0
52700,10918,Sales & Marketing,region_15,0,m,sourcing,1,24,,1,1,0,45,0
52701,72087,Sales & Marketing,region_2,0,m,sourcing,3,21,,1,0,0,52,0
52726,65430,Sales & Marketing,region_7,0,m,sourcing,1,43,2.0,14,0,0,43,0
52805,19389,Technology,region_2,0,m,other,1,23,1.0,2,0,0,76,0
52809,17419,Sales & Marketing,region_22,0,m,sourcing,1,21,,1,1,0,48,0
52821,2852,Analytics,region_22,0,m,other,1,25,5.0,2,1,0,87,0
52870,43728,Sales & Marketing,region_15,0,m,sourcing,1,27,,1,0,0,54,0
52910,70744,Sales & Marketing,region_7,0,m,other,1,22,3.0,1,0,0,52,0
52952,36204,Sales & Marketing,region_28,0,m,sourcing,1,28,3.0,3,0,0,54,0
52962,42450,Sales & Marketing,region_7,0,m,sourcing,1,28,,1,0,0,53,0
53003,59348,Procurement,region_2,0,f,other,1,34,2.0,9,0,0,72,0
53005,69815,Finance,region_2,0,m,sourcing,1,38,4.0,7,1,0,57,0
53009,2571,HR,region_2,0,m,other,1,25,,1,0,0,48,0
53021,17261,Sales & Marketing,region_12,0,m,other,1,39,3.0,7,0,0,50,0
53044,48510,Sales & Marketing,region_2,0,m,sourcing,1,46,3.0,15,0,0,47,0
53064,38040,Sales & Marketing,region_2,0,m,other,1,32,5.0,5,1,0,48,1
53065,73727,Sales & Marketing,region_2,0,f,other,1,38,4.0,8,0,0,50,0
53088,30381,Analytics,region_22,0,m,sourcing,1,26,3.0,3,1,0,84,0
53090,55789,Sales & Marketing,region_15,0,m,other,1,23,,1,0,0,51,0
53098,30854,Sales & Marketing,region_28,0,m,other,1,31,3.0,4,0,0,54,0
53117,43467,Sales & Marketing,region_32,0,m,other,1,28,3.0,4,0,0,49,0
53152,54399,Analytics,region_13,0,m,sourcing,1,29,,1,0,0,92,0
53170,66869,Sales & Marketing,region_13,0,m,sourcing,1,44,1.0,6,0,0,54,0
53171,43791,HR,region_2,0,f,sourcing,1,43,4.0,7,0,0,44,0
53173,3019,Operations,region_15,0,f,sourcing,1,37,5.0,3,0,0,60,0
53202,30142,Sales & Marketing,region_23,0,m,other,1,30,1.0,2,0,0,51,0
53308,13096,Sales & Marketing,region_2,0,f,other,1,37,1.0,9,0,0,53,0
53310,26848,Analytics,region_26,0,m,other,1,29,2.0,4,0,0,90,0
53349,41080,Sales & Marketing,region_22,0,m,sourcing,2,31,4.0,6,1,0,49,0
53354,77993,Operations,region_11,0,f,other,1,30,3.0,6,0,0,59,0
53373,47995,Sales & Marketing,region_22,0,m,other,1,28,4.0,2,0,0,47,0
53379,29392,Sales & Marketing,region_22,0,m,sourcing,1,20,,1,0,0,52,0
53396,20029,Operations,region_8,0,f,other,1,31,5.0,3,0,0,59,0
53405,12626,Sales & Marketing,region_7,0,m,sourcing,1,27,,1,1,0,45,0
53431,30791,Sales & Marketing,region_32,0,f,other,1,27,3.0,1,1,1,50,0
53475,36218,Technology,region_2,0,m,sourcing,1,45,3.0,13,0,0,80,0
53485,24869,Analytics,region_28,0,m,sourcing,1,34,3.0,2,0,0,85,0
53500,67070,Sales & Marketing,region_27,0,m,other,1,27,2.0,2,0,0,47,0
53502,57827,Sales & Marketing,region_25,0,m,sourcing,2,26,,1,0,0,50,0
53542,65277,Sales & Marketing,region_32,0,f,sourcing,1,29,4.0,6,0,0,47,0
53544,44251,Sales & Marketing,region_2,0,f,other,1,24,1.0,2,0,0,49,0
53587,18564,Sales & Marketing,region_2,0,m,other,1,29,4.0,5,0,0,51,0
53612,45589,Sales & Marketing,region_22,0,m,other,1,24,4.0,2,0,0,98,1
53616,23676,Analytics,region_22,0,m,sourcing,1,30,4.0,4,0,0,83,0
53623,25935,Sales & Marketing,region_29,0,m,sourcing,1,27,,1,0,0,54,0
53647,24114,Analytics,region_31,0,m,sourcing,2,30,1.0,2,0,0,83,0
53662,65476,Sales & Marketing,region_27,0,m,sourcing,2,28,1.0,5,0,0,49,0
53672,23954,Operations,region_2,0,m,other,2,38,5.0,3,1,1,53,0
53674,32539,Sales & Marketing,region_7,0,m,sourcing,1,40,3.0,5,1,0,53,0
53695,49659,HR,region_2,0,m,sourcing,1,33,4.0,8,1,0,48,1
53771,15314,Sales & Marketing,region_2,0,m,other,1,27,3.0,4,0,0,51,0
53841,11740,Operations,region_2,0,m,sourcing,1,31,3.0,5,0,0,57,0
53891,58586,Sales & Marketing,region_2,0,m,other,1,36,3.0,9,0,0,51,0
53893,589,Sales & Marketing,region_14,0,m,other,2,24,,1,0,0,47,0
53913,77715,Analytics,region_7,0,m,sourcing,3,29,3.0,8,0,0,87,0
53916,23272,Analytics,region_22,0,m,other,1,26,4.0,2,1,0,84,0
53966,38625,Sales & Marketing,region_2,0,m,sourcing,1,21,5.0,2,1,0,49,0
53969,1790,Sales & Marketing,region_2,0,m,sourcing,1,22,1.0,2,0,0,52,0
53971,12248,Sales & Marketing,region_2,0,m,sourcing,1,27,,1,0,0,53,0
53983,71684,Sales & Marketing,region_2,0,f,other,1,25,,1,0,1,86,1
54000,61203,Sales & Marketing,region_7,0,m,sourcing,1,40,1.0,5,0,0,45,0
54007,534,Sales & Marketing,region_4,0,m,sourcing,1,22,3.0,2,1,0,49,0
54029,40636,Sales & Marketing,region_26,0,m,sourcing,1,32,3.0,7,0,0,59,0
54039,40128,Sales & Marketing,region_15,0,m,sourcing,1,40,4.0,7,0,0,49,0
54078,33365,Technology,region_30,0,f,other,1,31,1.0,6,0,0,80,0
54172,45071,Sales & Marketing,region_9,0,m,other,1,34,2.0,5,1,0,47,0
54279,57853,Operations,region_8,0,f,other,1,30,5.0,5,1,0,63,0
54283,14406,Sales & Marketing,region_22,0,f,other,1,27,4.0,2,0,0,48,0
54349,71436,Sales & Marketing,region_22,0,f,sourcing,1,28,5.0,6,1,0,52,0
54359,4940,Procurement,region_2,0,f,other,1,31,1.0,8,0,0,71,0
54364,29729,Sales & Marketing,region_19,0,m,other,1,30,4.0,3,0,0,49,0
54383,29654,Analytics,region_2,0,m,other,1,32,4.0,5,1,0,77,0
54413,62314,Technology,region_2,0,m,other,1,35,3.0,7,0,1,79,0
54432,44887,Analytics,region_2,0,m,sourcing,1,39,3.0,12,0,0,82,0
54444,9221,Sales & Marketing,region_22,0,m,sourcing,1,23,3.0,2,0,0,51,0
54447,37806,Technology,region_22,0,m,sourcing,1,29,,1,1,1,78,0
54460,28841,Analytics,region_22,0,m,other,1,25,4.0,2,1,0,81,0
54465,24754,Operations,region_15,0,m,sourcing,1,33,5.0,2,0,0,56,0
54478,9012,Sales & Marketing,region_7,0,m,sourcing,1,31,3.0,4,0,0,47,0
54492,66514,Analytics,region_2,0,m,other,1,25,4.0,3,1,0,85,0
54501,59501,Operations,region_2,0,f,sourcing,1,50,3.0,19,0,0,58,0
54546,4072,Operations,region_2,0,m,sourcing,1,40,3.0,12,0,0,56,0
54553,29434,Technology,region_2,0,m,other,1,33,5.0,10,1,0,82,0
54563,76820,Sales & Marketing,region_2,0,m,sourcing,2,35,5.0,9,0,0,50,0
54583,11539,Analytics,region_2,0,m,other,1,25,1.0,2,0,0,85,0
54587,39089,Operations,region_31,0,m,sourcing,1,27,2.0,1,0,0,59,0
54596,43241,Sales & Marketing,region_2,0,m,sourcing,1,36,1.0,5,0,0,49,0
54599,7570,Sales & Marketing,region_23,0,m,other,1,24,2.0,3,0,0,48,0
54606,15401,Analytics,region_2,0,m,sourcing,1,31,2.0,6,0,0,81,0
54655,2349,Analytics,region_7,0,m,other,2,25,4.0,3,0,0,83,0
54671,14949,Analytics,region_32,0,m,sourcing,1,27,3.0,2,0,0,84,0
54686,56112,Analytics,region_22,0,f,sourcing,1,28,3.0,1,0,0,86,0
54692,14821,Sales & Marketing,region_2,0,f,sourcing,1,35,3.0,7,0,0,53,0
54717,7684,Analytics,region_2,0,m,sourcing,1,32,3.0,4,0,0,86,0
54729,1797,HR,region_2,0,f,other,1,28,3.0,2,0,0,53,0
54742,38935,Sales & Marketing,region_31,0,m,other,1,28,4.0,3,0,0,47,0
54806,13614,Sales & Marketing,region_9,0,m,sourcing,1,29,1.0,2,0,0,45,0
